OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,H_MEAN,A_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,NUM_PAST,NUM_FUTURE,PCT_GROWTH,ENTRY_ED,WORK_EXP,CAT_SMALL,CAT_BIG
49-3092,Recreational Vehicle Service Technicians,detailed,"11,200",17.69,"36,790",10.94,13.59,16.89,20.96,26.11,"22,760","28,260","35,140","43,590","54,300",11.1,12.1,8.7,High school diploma or equivalent,None,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Maintenance
49-3093,Tire Repairers and Changers,detailed,"99,370",12.29,"25,570",8.43,9.53,11.34,14.2,17.86,"17,540","19,830","23,590","29,530","37,160",98.4,107,8.7,High school diploma or equivalent,None,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Maintenance
49-9011,Mechanical Door Repairers,detailed,"17,050",18.75,"39,000",11.57,14.21,17.63,22.11,27.91,"24,060","29,550","36,670","45,990","58,050",15.8,19.6,23.8,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,"40,940",25.95,"53,970",14.25,18.58,25.47,32.89,39.01,"29,640","38,650","52,980","68,410","81,150",41,40.8,-0.5,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"251,700",22.17,"46,110",13.08,16.43,21.1,27.23,33.53,"27,210","34,170","43,880","56,650","69,740",267.6,323.5,20.9,Postsecondary non-degree award,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9031,Home Appliance Repairers,detailed,"32,920",17.89,"37,220",9.52,12.74,16.9,21.69,27.96,"19,810","26,500","35,150","45,100","58,160",43.7,44,0.7,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9041,Industrial Machinery Mechanics,detailed,"306,860",23.83,"49,560",14.95,18.42,23.03,28.55,34.58,"31,090","38,320","47,910","59,380","71,930",319.3,379.6,18.9,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9043,"Maintenance Workers, Machinery",detailed,"89,510",20.68,"43,010",12.43,15.78,20,25.02,29.38,"25,850","32,810","41,600","52,040","61,110",89,98.9,11.1,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9044,Millwrights,detailed,"38,680",24.58,"51,130",14.78,18.75,24.05,30.63,35.41,"30,730","39,000","50,030","63,710","73,650",39.4,46.7,18.4,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,"1,750",20.87,"43,410",13.64,17.24,20.78,24.09,28.15,"28,380","35,850","43,220","50,120","58,540",2.1,2.1,0.4,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9051,Electrical Power-Line Installers and Repairers,detailed,"111,350",30.47,"63,380",17.49,23.78,30.85,36.68,43.82,"36,370","49,470","64,170","76,300","91,150",114.5,124.7,8.9,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9052,Telecommunications Line Installers and Repairers,detailed,"120,050",25.38,"52,790",13.54,17.32,25.3,33.25,37.2,"28,160","36,020","52,630","69,150","77,370",134.9,143,6,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9061,Camera and Photographic Equipment Repairers,detailed,"3,180",19.09,"39,700",11.06,14.04,17.99,22.78,28.38,"23,000","29,190","37,430","47,380","59,030",3.1,3.2,3.3,Associate's degree,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9062,Medical Equipment Repairers,detailed,"40,090",22.65,"47,120",12.95,16.16,21.24,27.95,34.93,"26,930","33,610","44,180","58,130","72,660",42.3,55.1,30.3,Associate's degree,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9063,Musical Instrument Repairers and Tuners,detailed,"7,240",16.82,"34,990",9.56,11.69,15.26,20.19,27.46,"19,880","24,300","31,750","41,990","57,110",8.2,8.7,6.2,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9064,Watch Repairers,detailed,"2,840",18.25,"37,970",9.73,11.75,17.05,22.79,28.63,"20,250","24,450","35,460","47,410","59,550",3.2,3.2,1.9,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,"11,390",24.81,"51,600",15.05,19.17,24.67,29.53,35.05,"31,300","39,870","51,310","61,430","72,900",13.8,14.4,4.5,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9071,"Maintenance and Repair Workers, General",detailed,"1,249,080",18.13,"37,710",10.13,12.98,17.14,22.28,27.88,"21,070","27,000","35,640","46,340","57,990","1,325.10","1,450.30",9.4,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9081,Wind Turbine Service Technicians,detailed,"3,290",25.51,"53,050",17.24,20.04,23.79,28.89,35.82,"35,860","41,680","49,490","60,100","74,500",3.2,4,24.5,"Some college, no degree",None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,"33,250",15.79,"32,840",9.15,11.69,15.16,18.97,22.92,"19,030","24,320","31,530","39,450","47,670",40.9,40,-2.1,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9092,Commercial Divers,detailed,"3,600",26.38,"54,880",13.81,16.89,23.04,29.41,45.4,"28,720","35,130","47,930","61,160","94,440",3.6,4.7,29.4,Postsecondary non-degree award,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9093,"Fabric Menders, Except Garment",detailed,800,13.42,"27,910",8.57,9.92,12.24,15.82,19.22,"17,820","20,630","25,460","32,900","39,970",1,0.9,-10.4,Less than high school,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9094,Locksmiths and Safe Repairers,detailed,"17,400",19.15,"39,820",10.9,13.99,18.25,23.59,28.65,"22,670","29,090","37,950","49,070","59,600",22.3,23.9,7.4,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9095,Manufactured Building and Mobile Home Installers,detailed,"3,510",15.01,"31,210",9.11,10.89,13.91,17.49,23,"18,950","22,640","28,940","36,380","47,850",5.3,4.5,-15.1,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9096,Riggers,detailed,"17,330",21.24,"44,180",12.67,15.53,20.32,26.01,30.7,"26,360","32,300","42,270","54,110","63,860",15.2,18.7,23.3,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9097,Signal and Track Switch Repairers,detailed,"7,960",26.83,"55,810",19.05,23.46,26.75,30.54,35.53,"39,620","48,800","55,640","63,520","73,910",8.8,8.7,-1.2,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,"127,820",13.04,"27,120",8.43,9.52,11.78,15.27,19.56,"17,520","19,800","24,500","31,760","40,690",127.5,145,13.7,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"136,010",19.09,"39,700",10.15,13.07,17.66,23.86,29.46,"21,120","27,190","36,740","49,630","61,270",159.6,173.6,8.8,High school diploma or equivalent,None,"Other Installation, Maintenance, and Repair Occupations",Maintenance
51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"580,620",27.96,"58,150",15.72,20.05,26.29,34.31,43.42,"32,700","41,710","54,690","71,350","90,310",594.7,584.2,-1.8,Postsecondary non-degree award,Less than 5 years,Supervisors of Production Workers,Production
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,"42,810",23.84,"49,580",14.05,17.5,22.76,31.2,35.38,"29,220","36,400","47,330","64,890","73,590",41.5,44,5.8,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2021,"Coil Winders, Tapers, and Finishers",detailed,"14,590",15.54,"32,320",9.54,11.76,15.09,18.41,22.07,"19,840","24,460","31,380","38,290","45,910",14.4,12.9,-10.5,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2022,Electrical and Electronic Equipment Assemblers,detailed,"203,880",15.07,"31,350",9.2,10.98,14.01,17.84,22.44,"19,130","22,840","29,130","37,120","46,670",198.3,184.9,-6.8,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2023,Electromechanical Equipment Assemblers,detailed,"49,480",16.17,"33,630",10.47,12.53,15.29,19.03,22.91,"21,770","26,070","31,810","39,590","47,640",50.5,46.9,-7.1,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2031,Engine and Other Machine Assemblers,detailed,"39,620",18.78,"39,060",11.94,14.63,17.93,22.7,27.11,"24,830","30,420","37,300","47,230","56,380",42,41.4,-1.4,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2041,Structural Metal Fabricators and Fitters,detailed,"77,860",18.19,"37,840",11.83,14.19,17.49,21.5,26.09,"24,600","29,510","36,370","44,710","54,280",79.7,85.9,7.7,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2091,Fiberglass Laminators and Fabricators,detailed,"18,800",14.24,"29,620",9.42,11.21,13.68,16.8,19.94,"19,590","23,310","28,450","34,930","41,480",18.2,17.4,-4.1,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2092,Team Assemblers,detailed,"1,058,100",14.71,"30,590",8.79,10.43,13.54,17.62,23.44,"18,290","21,700","28,170","36,640","48,760","1,031.80","1,081.30",4.8,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2093,Timing Device Assemblers and Adjusters,detailed,"1,460",15.1,"31,410",9.93,10.77,13.04,17.58,24.6,"20,660","22,390","27,130","36,560","51,160",1.2,1.1,-2.6,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-2099,"Assemblers and Fabricators, All Other",detailed,"250,900",13.55,"28,190",8.5,9.78,12.37,16.27,20.4,"17,680","20,330","25,720","33,830","42,440",277.7,303.7,9.4,High school diploma or equivalent,None,Assemblers and Fabricators,Production
51-3011,Bakers,detailed,"165,270",12.08,"25,120",8.32,9.21,11.13,14.09,17.84,"17,300","19,150","23,160","29,320","37,110",167.6,177,5.6,Less than high school,None,Food Processing Workers,Production
51-3021,Butchers and Meat Cutters,detailed,"138,900",14.4,"29,950",8.83,10.49,13.63,17.58,21.7,"18,370","21,810","28,360","36,570","45,130",136.7,143.2,4.8,Less than high school,None,Food Processing Workers,Production
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,"160,920",11.47,"23,850",8.4,9.45,11.12,13.28,14.83,"17,460","19,660","23,120","27,620","30,850",163.4,172,5.3,Less than high school,None,Food Processing Workers,Production
51-3023,Slaughterers and Meat Packers,detailed,"82,070",12.21,"25,400",8.77,10.14,12.01,14.1,16.39,"18,230","21,100","24,980","29,330","34,080",80.7,78.8,-2.4,Less than high school,None,Food Processing Workers,Production
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,"18,750",14.14,"29,410",8.75,10.34,13.37,17.34,21.23,"18,190","21,510","27,800","36,060","44,160",20,20.2,0.9,Less than high school,None,Food Processing Workers,Production
51-3092,Food Batchmakers,detailed,"109,660",13.73,"28,560",8.6,9.94,12.77,16.82,20.96,"17,890","20,670","26,560","34,980","43,600",105.2,102.5,-2.6,High school diploma or equivalent,None,Food Processing Workers,Production
51-3093,Food Cooking Machine Operators and Tenders,detailed,"34,040",13.66,"28,410",8.59,10.03,12.86,16.77,20.57,"17,880","20,860","26,750","34,870","42,780",33.4,33.2,-0.6,High school diploma or equivalent,None,Food Processing Workers,Production
51-3099,"Food Processing Workers, All Other",detailed,"43,400",12.07,"25,110",8.43,9.62,11.27,13.89,17.23,"17,530","20,010","23,450","28,880","35,850",39.7,42.9,8.1,Less than high school,None,Food Processing Workers,Production
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,"24,340",23.64,"49,170",14.9,17.94,22.36,28.22,34.9,"31,000","37,320","46,510","58,700","72,600",140.3,160.7,14.5,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"73,140",15.94,"33,160",9.99,12.27,15.51,19.03,22.59,"20,790","25,520","32,270","39,580","46,980",24.3,31,27.6,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"22,570",16.89,"35,120",10.17,12.3,16.14,20.62,25.59,"21,160","25,590","33,570","42,890","53,230",74.9,63,-15.9,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"32,550",18.19,"37,830",11.1,13.72,17.8,21.85,26.37,"23,090","28,530","37,030","45,440","54,850",22.6,19.7,-12.8,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"187,640",15.15,"31,520",9.58,11.49,14.4,17.95,21.92,"19,920","23,910","29,950","37,330","45,590",36.4,32.8,-9.9,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"19,880",17.59,"36,580",10.49,12.9,16.48,20.89,26.53,"21,810","26,820","34,270","43,460","55,180",184.7,168.2,-8.9,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"70,910",16.27,"33,850",10.12,12.28,15.49,19.35,23.28,"21,060","25,540","32,220","40,240","48,410",20.9,16.2,-22.5,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"41,730",17.73,"36,890",11.01,13.7,17.18,21.18,25.6,"22,890","28,500","35,740","44,060","53,250",71.5,62.5,-12.6,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"23,850",17.98,"37,400",10.57,13.37,17.21,21.58,26.79,"21,990","27,810","35,790","44,880","55,730",38.6,33.2,-14,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4041,Machinists,detailed,"391,130",19.72,"41,020",11.68,14.94,19.03,23.69,28.88,"24,280","31,080","39,570","49,270","60,070",23.1,20.2,-12.6,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4051,Metal-Refining Furnace Operators and Tenders,detailed,"21,930",19.59,"40,750",12.6,15.57,19.49,22.68,27.22,"26,200","32,380","40,540","47,180","56,610",397.5,432.4,8.8,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4052,"Pourers and Casters, Metal",detailed,"10,320",17.13,"35,630",11.08,13.04,16.15,20.49,24.9,"23,050","27,120","33,600","42,620","51,800",20.8,18.5,-10.9,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4061,"Model Makers, Metal and Plastic",detailed,"6,200",23.04,"47,920",13.32,16.96,22.15,28.72,34.32,"27,710","35,270","46,080","59,730","71,380",10.7,8.7,-18.7,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4062,"Patternmakers, Metal and Plastic",detailed,"4,160",20.21,"42,030",10.78,14.62,20.1,25.5,29.65,"22,420","30,420","41,820","53,030","61,670",6.1,6.3,2.2,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4071,Foundry Mold and Coremakers,detailed,"13,100",15.07,"31,350",9.97,11.71,14.59,17.81,21.46,"20,740","24,360","30,340","37,040","44,640",4.4,4.7,6,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"124,810",14.59,"30,340",9.15,10.88,13.68,17.42,21.68,"19,030","22,630","28,450","36,240","45,100",12.4,10.4,-16.2,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"93,100",17.02,"35,400",10.71,13.16,16.5,20.28,24.19,"22,280","27,370","34,330","42,190","50,320",125,105.8,-15.4,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4111,Tool and Die Makers,detailed,"78,700",23.74,"49,390",15.23,19,23.06,28.66,34.05,"31,670","39,510","47,960","59,620","70,820",85.9,74.5,-13.2,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"352,250",18.8,"39,110",12.01,14.51,17.66,21.94,27.46,"24,990","30,180","36,720","45,640","57,120",78.6,77.5,-1.4,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,"50,860",17.21,"35,800",10.9,13.3,16.54,20.39,24.81,"22,680","27,670","34,410","42,400","51,610",357.4,378.2,5.8,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,"21,500",17.27,"35,930",10.72,13.21,16.66,20.74,25.16,"22,290","27,480","34,660","43,130","52,340",53.5,64.1,19.8,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4192,"Layout Workers, Metal and Plastic",detailed,"13,420",21.03,"43,740",11.93,15.45,20.69,25.86,30.69,"24,810","32,140","43,040","53,780","63,830",22,21.6,-1.9,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"36,120",15.52,"32,280",9.7,11.45,14.49,18.28,22.96,"20,180","23,820","30,140","38,010","47,770",12.7,12.3,-3,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,"11,540",17.34,"36,060",10.29,12.65,16.5,21.09,26.03,"21,410","26,300","34,310","43,880","54,140",35,31.9,-8.6,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"22,270",16.99,"35,340",9.27,11.53,15.63,21.07,27.63,"19,290","23,970","32,510","43,830","57,470",12.6,12.6,0.4,High school diploma or equivalent,None,Metal Workers and Plastic Workers,Production
51-5111,Prepress Technicians and Workers,detailed,"38,000",18.82,"39,150",10.55,13.9,18,22.7,28.35,"21,940","28,900","37,440","47,230","58,960",26.3,27.1,2.9,High school diploma or equivalent,None,Printing Workers,Production
51-5112,Printing Press Operators,detailed,"166,620",17.48,"36,350",9.76,12.72,16.79,21.4,26.42,"20,300","26,470","34,920","44,510","54,950",42.7,37.2,-12.9,Postsecondary non-degree award,None,Printing Workers,Production
51-5113,Print Binding and Finishing Workers,detailed,"52,000",15.06,"31,330",9.13,11,14.18,18.08,22.36,"18,980","22,880","29,480","37,600","46,500",178.4,171.4,-3.9,High school diploma or equivalent,None,Printing Workers,Production
51-6011,Laundry and Dry-Cleaning Workers,detailed,"197,650",10.46,"21,750",8,8.63,9.66,11.56,14.42,"16,630","17,960","20,090","24,050","30,000",54.9,52.9,-3.7,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,"51,520",10.03,"20,870",7.97,8.6,9.55,11.24,13.4,"16,570","17,880","19,860","23,380","27,870",210.7,231.2,9.7,Less than high school,None,"Textile, Apparel, and Furnishings Workers",Production
51-6031,Sewing Machine Operators,detailed,"143,370",11.25,"23,400",8.21,8.85,10.33,13.03,16.22,"17,070","18,410","21,490","27,090","33,740",54.3,55.7,2.6,Less than high school,None,"Textile, Apparel, and Furnishings Workers",Production
51-6041,Shoe and Leather Workers and Repairers,detailed,"6,460",12.85,"26,730",8.48,9.8,12.03,14.79,18.39,"17,630","20,380","25,030","30,760","38,260",161.4,119.7,-25.8,Less than high school,None,"Textile, Apparel, and Furnishings Workers",Production
51-6042,Shoe Machine Operators and Tenders,detailed,"4,300",11.97,"24,890",8.12,9.06,11.12,14.57,17.59,"16,890","18,840","23,120","30,300","36,590",8.7,7.4,-14,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6051,"Sewers, Hand",detailed,"5,700",11.89,"24,720",8.38,9.45,11.35,13.73,16.74,"17,440","19,660","23,610","28,560","34,820",3.5,2.3,-35.3,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,"21,400",14.1,"29,330",8.6,9.84,12.3,16.8,22.18,"17,880","20,470","25,590","34,950","46,130",11.1,10,-9.3,Less than high school,None,"Textile, Apparel, and Furnishings Workers",Production
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,"11,680",12.36,"25,710",8.8,9.92,11.78,14.47,17.11,"18,300","20,640","24,500","30,090","35,580",49.9,49,-1.8,Less than high school,None,"Textile, Apparel, and Furnishings Workers",Production
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,"15,160",12.58,"26,180",8.57,9.76,12,14.46,17.74,"17,830","20,290","24,960","30,090","36,910",11.4,8.6,-24,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,"22,200",13.16,"27,370",8.9,10.51,12.91,15.4,17.77,"18,520","21,850","26,850","32,040","36,970",15.5,11.3,-27.1,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,"26,020",12.5,"25,990",9.36,10.59,12.43,14.13,16.22,"19,470","22,020","25,860","29,390","33,740",21.9,16.5,-24.5,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,"18,890",15.64,"32,540",9.9,12.02,15.27,18.56,22.49,"20,600","24,990","31,760","38,610","46,780",27.5,21.8,-20.5,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6092,Fabric and Apparel Patternmakers,detailed,"6,060",21.97,"45,700",10.24,12.76,19.29,29.47,39.21,"21,310","26,540","40,130","61,290","81,550",18,15.8,-12.2,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6093,Upholsterers,detailed,"28,790",15.47,"32,170",9.3,11.29,14.78,18.21,23.19,"19,340","23,480","30,750","37,870","48,230",6.5,4.9,-25,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,"14,440",13.79,"28,680",8.6,9.93,12.52,15.84,22.15,"17,900","20,650","26,030","32,960","46,060",40.9,41.2,0.7,High school diploma or equivalent,None,"Textile, Apparel, and Furnishings Workers",Production
51-7011,Cabinetmakers and Bench Carpenters,detailed,"82,770",15.84,"32,960",9.52,11.86,14.96,18.59,23.18,"19,790","24,670","31,110","38,670","48,220",16.4,15,-8.2,High school diploma or equivalent,None,Woodworkers,Production
51-7021,Furniture Finishers,detailed,"14,470",14.49,"30,140",9.29,11.09,13.69,17.05,20.88,"19,320","23,080","28,470","35,470","43,430",86.2,89.7,4.1,High school diploma or equivalent,None,Woodworkers,Production
51-7031,"Model Makers, Wood",detailed,"1,240",16.3,"33,910",9.87,12.02,14.63,18.46,25.92,"20,540","25,010","30,430","38,400","53,910",14.8,15.3,3.3,High school diploma or equivalent,None,Woodworkers,Production
51-7032,"Patternmakers, Wood",detailed,870,19.2,"39,940",10.2,13.24,17.89,23.33,31.06,"21,220","27,530","37,210","48,530","64,610",1.3,1.3,5.5,High school diploma or equivalent,None,Woodworkers,Production
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,"42,210",13.47,"28,010",8.7,10.22,12.79,16.16,19.37,"18,100","21,270","26,600","33,600","40,280",0.8,0.8,0.2,High school diploma or equivalent,None,Woodworkers,Production
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,"66,540",13.64,"28,370",8.98,10.61,13.13,16.19,18.92,"18,680","22,070","27,300","33,680","39,360",40.2,45.7,13.5,High school diploma or equivalent,None,Woodworkers,Production
51-7099,"Woodworkers, All Other",detailed,"7,150",14.82,"30,820",8.73,10.12,13.27,19,23.22,"18,170","21,050","27,590","39,510","48,300",61.5,67.7,10.2,High school diploma or equivalent,None,Woodworkers,Production
51-8011,Nuclear Power Reactor Operators,detailed,"7,790",37.69,"78,400",27.36,31.86,37.67,43.39,48.58,"56,910","66,270","78,350","90,250","101,050",17.5,18.4,5,High school diploma or equivalent,None,Plant and System Operators,Production
51-8012,Power Distributors and Dispatchers,detailed,"11,260",36.82,"76,580",23.94,29.83,36.1,43.08,51.16,"49,800","62,050","75,080","89,610","106,410",7.2,7.2,0.5,High school diploma or equivalent,None,Plant and System Operators,Production
51-8013,Power Plant Operators,detailed,"39,810",32.32,"67,230",20.44,26.57,32.74,38.35,44.16,"42,520","55,270","68,100","79,760","91,850",11.7,11.6,-0.9,High school diploma or equivalent,None,Plant and System Operators,Production
51-8021,Stationary Engineers and Boiler Operators,detailed,"35,960",27.01,"56,190",16.5,20.98,26.26,32.12,39.21,"34,320","43,640","54,630","66,800","81,560",41.8,37.2,-10.8,High school diploma or equivalent,None,Plant and System Operators,Production
51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,"110,230",21.67,"45,070",12.58,16.1,20.77,26.48,32.94,"26,160","33,480","43,200","55,080","68,520",37.9,39,3.1,High school diploma or equivalent,None,Plant and System Operators,Production
51-8091,Chemical Plant and System Operators,detailed,"38,890",26.29,"54,690",15.79,20.33,26.31,32.59,36.95,"32,840","42,290","54,730","67,790","76,850",111,119.6,7.7,High school diploma or equivalent,None,Plant and System Operators,Production
51-8092,Gas Plant Operators,detailed,"13,890",30.18,"62,770",19.69,24.81,30.62,35.31,41.56,"40,950","51,600","63,680","73,450","86,440",38.3,33.9,-11.5,High school diploma or equivalent,None,Plant and System Operators,Production
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,"41,390",29.5,"61,350",17.87,23.57,29.77,35.13,41.16,"37,160","49,020","61,930","73,080","85,610",12.5,11.4,-8.8,High school diploma or equivalent,None,Plant and System Operators,Production
51-8099,"Plant and System Operators, All Other",detailed,"11,390",26.1,"54,300",14.5,19.93,26.19,31.7,36.23,"30,160","41,450","54,470","65,940","75,350",41.9,39.8,-5.1,High school diploma or equivalent,None,Plant and System Operators,Production
51-9011,Chemical Equipment Operators and Tenders,detailed,"60,450",23.3,"48,470",13.45,17.25,22.95,28.88,34.25,"27,970","35,870","47,730","60,070","71,240",11.9,12,0.7,High school diploma or equivalent,None,Other Production Occupations,Production
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,"42,510",19.55,"40,660",11.19,14.07,18.43,24.23,29.38,"23,270","29,270","38,330","50,400","61,110",56.4,51.7,-8.3,High school diploma or equivalent,None,Other Production Occupations,Production
